video_titles,source
AMLO se molestó con Monreal por andar criticando a su gabinete,El Chapucero
Hijo de Salinas huyó a Cuba y se internó en manicomio por crisis nerviosa. Ludwika busca divorcio,El Chapucero
Denise Maerker madruga y va a la mañanera. ¿Quiere colgarse de AMLO para subir rating?,El Chapucero
AMLO: cuestión de tiempo para que caiga Lozoya y suelte la sopa,El Chapucero
Banco inglés confirma que Televisa va a la quiebra por fin del chayo. Acciones se hunden,El Chapucero
Están histéricos los fifís porque exhibimos su ignorancia: Hernán Gómez,El Chapucero
Calderón es autoritario. Así corrió a joven que lo increpó cuando era presidente,El Chapucero
Grosera reportera le dijo mentiroso a AMLO. Su respuesta fué EPICA,El Chapucero
Adiós Televisa y Reforma! Ya llegaron los medios de la 4T que vienen a ROMPERLA,El Chapucero
Medina Mora un peligro! Descongeló cuentas de Lozoya y blindó las de EPN y Salinas!,El Chapucero
"Ante los interminables ruegos de Trump, AMLO acepta reunirse con él",El Chapucero
Trump se quiere colgar de la popularidad de AMLO para ganar reelección en USA,El Chapucero
Indigna video de EPN bailando con su novia mientras lo persiguen por corrupto,El Chapucero
AMLO aguantó heroicamente embestida de reporteros que buscaban humillarlo,El Chapucero
Fiscal de NY le daría protección a Lozoya para que cante y FBI detenga a EPN,El Chapucero
Familia de Salinas cae en humillación total. Sus hijos expuestos al peor escándalo mundial,El Chapucero
Así es como AMLO tiene agarrado de los eggs a EPN y Videgaray,El Chapucero
AMLO se alía con Huawei y Facebook para quitarle a Slim el monopolio del Internet,El Chapucero
Susana Zabaleta se arrepintió de votar por AMLO porque ¡no le dio lana!,El Chapucero
AMLO dispuesto a entregarle al FBI toda la info para detener a EPN en EU,El Chapucero
"AMLO, aliado con FBI e Interpol, lanzan cacería internacional vs EPN y Salinas",El Chapucero
AMLO llega al millón de subs y el botón de oro. ¡Es el primer presidente youtuber!,El Chapucero
Así respondió AMLO cuando supo que Claudio X Gonzalez quiere callarle la boca,El Chapucero
China promete 100 mil mdd para México. Tienen lista la chequera para financiar a AMLO,El Chapucero
"¡AMLO tiene otro as! Si EU no cede, le dará a Huawei TODO EL INTERNET del país",El Chapucero
Gobierno de AMLO le pone un hasta aquí a plagios de Carolina Herrera,El Chapucero
Se harta MORENA del PAN y preparan este durísimo golpe a sus finanzas,El Chapucero
Trump está sorprendido de la efectividad de AMLO para detener a migrantes,El Chapucero
AMLO se la canta a poderoso empresario que quiere frenar Sta. Lucía y Dos Bocas,El Chapucero
Fotos de ministros en boda de abogado de Salinas justificarían sus despidos,El Chapucero
Empresarios enfurecen con AMLO porque ahora ¡sí pagan impuestos!,El Chapucero
¡Contraataca Medina Mora! Lanza estos 3 misiles a AMLO para hundir la 4T,El Chapucero
Muy notoria la ausencia de Olga Sánchez Cordero aunque Ebrard lo niegue,El Chapucero
"Socio de Lozoya, a presar de estar preso en Mallorca, ¡sigue robando!",El Chapucero
AMLO tiene 45 días para acordar con China antes que EU rompa la tregua,El Chapucero
Contraataca AMLO: desaparecerá al INE por cancelar la mañanera,El Chapucero
Miles de empleos para migrantes. ¿Y no para mexicanos?,El Chapucero
"Calderón, Fox y Marko Cortés no logran contener su ARDOR por acuerdo México-EU",El Chapucero
Me amenazaron gobers panistas. El PAN quiso hacer fraude pero ganamos: Yeidkcol,El Chapucero
AMLO sorprende y revela cómo iba a sancionar a EU si imponían aranceles,El Chapucero
El pacto secreto México-EU es que AMLO ayude a Trump neutralizar a Soros,El Chapucero
Este fue el as bajo la manga que AMLO mostró a Trump y lo puso a temblar,El Chapucero
¡URGENTE! AMLO doblega a Trump y frena aranceles. Peso se fortalece.,El Chapucero
El colmo! Gringos defienden más a México vs Trump que el PAN,El Chapucero
AMLO señala que panistas son traidores a la patria por defender a EU,El Chapucero
El plan de Trump y Wall Street es quebrar Pemex aprovechando crisis migratoria,El Chapucero
Las caravanas migrantes son financiadas por EU e Inglaterra,El Chapucero
Confirma AMLO que preparan demanda penal a ministro que protege a EPN,El Chapucero
AMLO responde a Trump con concentración masiva en frontera México-EU. Saboteará su reelección,El Chapucero
ULTIMA HORA! Tambalea acuerdo México-EU. Dólar se dispara. Wall Street castiga a AMLO,El Chapucero
¡Tiembla Calderón! Reabre AMLO caso Guardería ABC. ¡Va a ir a la cárcel!,El Chapucero
Le encuentran a ministro de la Corte depósitos millonarios de EU y Reino Unido,El Chapucero
Ejército reporta a AMLO que drones enemigos sobrevuelan base de Sta. Lucía,El Chapucero
Ebrard se está ganando su candidatura presidencial en 2024,El Chapucero
Congreso de EU se pone del lado de AMLO; vetaría aranceles de Trump,El Chapucero
"Ante vergonzosa derrota, Marko Cortés encabezaría golpe vs AMLO impulsado por Trump",El Chapucero
"AMLO llama al país a la serenidad y cordura. A pesar de Trump, seremos potencia",El Chapucero
"Lanzan CNN y Fox News guerra sucia vs AMLO, mientras medios rusos y chinos lo defienden",El Chapucero
MORENA arrasa en Puebla y Baja California. PAN de llorones culpan a AMLO,El Chapucero
"AMLO exporta la mañanera a EU. Ebrard dará la ""morningera"" en Washington",El Chapucero
Alistan mega huelga vs Ebrard en consulados de EU en medio de negociación con Trump,El Chapucero
Traición artera de Trump a AMLO. No se puede confiar en EU,El Chapucero
AMLO llama a mexicanos en EU alistarse para marchas vs Trump,El Chapucero
General huachicolero de EPN dejó infiltrados en Pemex,El Chapucero
AMLO soprendió a todos con respuesta sobre hijo de Salinas y NXVIM,El Chapucero
Caso Lozoya acabará con EPN en la cárcel y el PRI sin registro,El Chapucero
AMLO niega que sea quinazo persecución de Lozoya,El Chapucero
AMLO puede demandar al INE ante la Corte para regresar las mañaneras,El Chapucero
Humillan a Denise Dresser en la TV nacional y los fifís ENFURECEN,El Chapucero
Reactivan caso Oceanografía: van por Fox y Calderón,El Chapucero
Ricardo Rocha le gritonea a AMLO pero el presidente le baja los humos,El Chapucero
ALERTA! INE CANCELÓ LAS MAÑANERAS DE AMLO!,El Chapucero
Azcárraga enfrenta masivas demandas laborales por quiebra de Televisa,El Chapucero
AMLO: Manuel Velasco nunca será parte del gabinete,El Chapucero
López Dóriga impulsa a Velasco al gabinete y queda en ridículo,El Chapucero
AMLO le urge construir nueva refinería para evitar sanciones del Tesoro de EU,El Chapucero
Revelan mi gran secreto: vendo publicidad en mi canal,El Chapucero
Peña quiere recuperar mansión de Cozumel decomisada por AMLO,El Chapucero
Medios perdieron la cabeza en la mañanera de AMLO por chayolista,El Chapucero
"Me rio de las ridículas justificaciones de Dóriga, Krauze y Arreola por recibir chayo",El Chapucero
López Dóriga exige DISCULPAS a AMLO por publicar que ganó 250 mdp con EPN,El Chapucero
Enfurece Deschamps contra nuevo sindicato petrolero creado por AMLO,El Chapucero
Hernán Gómez hace patria y ridiculiza a fifís en TV nacional,El Chapucero
¡TIEMBLAN periodistas hampones! AMLO ya mandó al INAI contratos de chayoteros,El Chapucero
Piden cárcel para Celia Lora por amenazar a AMLO y que corran a Adela,El Chapucero
Exponiendo Chayoteros Ep.5 Callo de Hacha y Ricardo Alemán recibieron 30 mdp CADA UNO,El Chapucero
¡Buenas noticias! AMLO trae masivamente inversiones de todo el mundo,El Chapucero
"Santiago Nieto alista congelamiento de cuentas de Lozoya, Peña y Videgaray",El Chapucero
Cae Lozoya. AMLO le obliga a pagar multón de 620 mdp. Meten demanda penal en Fiscalía,El Chapucero
Denuncian graves delitos ambientales de nueva empresa de Calderón y Slim,El Chapucero
Manda Claudio X. Gonzalez a reporteras para acorralar a AMLO; se llevaron un chasco,El Chapucero
"AMLO le reclama a Germán Martínez que fue mal funcionaro, corrupto y berrinchudo",El Chapucero
"Televisa se descara, me dice mentiroso y ¡pide que no vean mis videos!",El Chapucero
Germán Martínez estaba rasurando créditos y pensiones del IMSS,El Chapucero
¡Golpe de AMLO! Decomisa propiedades de lujo a Calderón y Peña Nieto,El Chapucero
AMLO arrebata negocio a EU: no le comprará más helicópteros artillados ni armas,El Chapucero
Humillan HORRIBLE Celia Lora y Adela Micha a AMLO en programa de TV,El Chapucero
Destapan a Jalife como nuevo dirigente nacional de MORENA,El Chapucero
Lord Newton quiso emboscar a AMLO con un numerito; nunca se esperó esta respuesta,El Chapucero
Surge historia oscura de Brozo. ¡Nació en la cárcel! El Universal borra toda la evidencia,El Chapucero
"Exponiendo Chayoteros Ep.4. Los superchayos de Alemán, Hiriart y Rivapalacio",El Chapucero
"AMLO le responde a Anaya, que quiere repetir elección presidencial",El Chapucero
Poderoso expresidente mexicano enfurece por mis críticas y me manda horda de bots,El Chapucero
Exponiendo Chayoteros Ep. 3. El Reforma cobró megachayo de 300 mdp con EPN,El Chapucero
Confirmado: incendios en CDMX son provocados para afectar a AMLO,El Chapucero
"Calderón, Fox y Televisa quieren salvar a Brozo para enfrentarlo vs youtubers",El Chapucero
¡AMLO inicia la cacería! Va contra Rosario Robles y Josefina Vázquez Mota,El Chapucero
"AMLO le calla la boca a Brozo. El payaso y su novia Dresser, vinculados a la CIA",El Chapucero
Exponiendo Chayoteros Ep. 2. López Dóriga cobró 200 mdp con EPN; 80 mil x spot de radio,El Chapucero
Director de JP Morgan calla a su propio analista por atacar a AMLO sin fundamentos,El Chapucero
Brozo debe pedir perdón a mexicanos por decirles perros: Lord Molécula,El Chapucero
"ES OFICIAL! AMLO salvó de la quiebra a Pemex. Peso y bonos mexicanos, A LA ALZA",El Chapucero
Exponiendo Chayoteros Ep 1. Televisa perdió 8 mil mdp con AMLO,El Chapucero
Miserable Brozo insultó HORRIBLE a Belmont y Lord Molécula. Las redes lo tunden,El Chapucero
Cancelarían programa de Chumel de HBO por baja audiencia,El Chapucero
Guardia Nacional tiene su primera gran victoria en Minatitlán (1 semana operando),El Chapucero
Tatiana Clouthier calla épicamente a reportero que la quería emboscar,El Chapucero
AMLO responde enojado a duro periodicazo del New York Times ordenado por Slim,El Chapucero
Dos maravillosas ideas de Jalife para que mexicanos salvemos a Pemex,El Chapucero
AMLO mandó por un tubo a extranjeros que querían cobrar de más por refinería,El Chapucero
"Belmont conmovió hasta las lágrimas a AMLO, que rompió el protocolo y le dio un abrazo",El Chapucero
Organizaron Guaidó y la CIA marcha antiAMLO. Preparan Golpe en México,El Chapucero
Youtubers extranjeros defienden a AMLO. Benditas redes sociales se internacionalizan,El Chapucero
López Dóriga se vuelve chairo para ver si AMLO le restituye su chayo,El Chapucero
Por esta razón la popularidad de AMLO nunca bajará del 80%,El Chapucero
Le abre Fiscalía expediente penal a EPN. El FBI ya persigue a su hermano,El Chapucero
Director de REFORMA ¡quiere ser candidato presidencial del PAN!,El Chapucero
Anima AMLO a fifís que sigan organizando marchas y haciendo el ridículo,El Chapucero
Los fifís tenían identificados a youtubers y había orden de agredirnos: Rata Política,El Chapucero
Exige Televisa a AMLO que los rescate de la quiebra y cancele la mañanera,El Chapucero
Asistentes a marcha fifí casi agarran a golpes a youtubers de izquierda,El Chapucero
Castigan españoles a AMLO por carta al Rey censurando redes mexicanas,El Chapucero
Impulsa AMLO red social mexicana para combatir a Krauze y Calderón. Se llama El Foro México,El Chapucero
Error nivel Dios que AMLO le pague publicidad a chayoteros: Jalife,El Chapucero
Contraataca Televisa! Censuran video de Astillero por hablar de Jalife y youtubers,El Chapucero
Jalife y youtubers rompen el Internet y se vuelven TENDENCIA MUNDIAL,El Chapucero
Televisa y Krauze son perdedores y no son contrapeso de nada: Jalife,El Chapucero
Jalife en vivo: los youtubers son el futuro y están luchando contra el pasado,El Chapucero
"Senadores de MORENA traicionan a AMLO, se venden a la CNTE y tumban reforma educativa",El Chapucero
Desata pánico entre fifís posibilidad que Jalife sea asesor de AMLO,El Chapucero
Blackwater (mercenarios gringos) y el PAN preparan golpe en México contra AMLO,El Chapucero
AMLO señala que elección de Deschamps fue fraudulenta. El INE la repondrá,El Chapucero
Maná se echa encima a la chairiza sólo para ser conocido de nuevo,El Chapucero
Se esfuman utilidades de Televisa y Loret se desploma al último lugar en rating,El Chapucero
AMLO impedirá que corruptas eléctricas españolas tengan contratos de gobierno,El Chapucero
Niña se pone a llorar de la emoción después de saludar a AMLO,El Chapucero
AMLO rechaza felicitar a presidente español que ganó humillando a mexicanos,El Chapucero
"Campa, Quesa, JUCA y yo hablamos de la traicion de Aristegui",El Chapucero
Regalo 2000 playeras de Me Canso Ganso por llegar al millón de subs,El Chapucero
Pedro Ferriz quiere calumniar a los hijos de AMLO y queda como idiota,El Chapucero
"Los youtubers somos ""un peligro para México"" dicen El Universal y Milenio",El Chapucero
REFORMA ficha a Chumel Torres y Aristégui para que combatan a chairos en redes,El Chapucero
Fox se vuelve a humillar solito para que AMLO no le quite escoltas,El Chapucero
AMLO no se tienta el corazón ni con sus compadres para combatir la corrupción,El Chapucero
Blackrock impuso a Córdova Montoya como director secreto de Pemex. Su misión: QUEBRARLA,El Chapucero
Panistas están hartos que les gritoneen y renuncian a las campañas,El Chapucero
AMLO le calla la boca a vocero de Blackrock infiltrado en la mañanera,El Chapucero
AMLO se une a Jalife para arrebatarle a Calderón el control del Twitter nacional,El Chapucero
Contraataca la Corona Española vs AMLO y paga a medios rusos para golpearlo,El Chapucero
Truena AMLO contra Fox y Calderón por groseros y les quita sus escoltas,El Chapucero
Exigen redes clausura del REFORMA por publicar amenazas del Marro vs AMLO,El Chapucero
"Así Jorge Ramos, REFORMA y Univisa han manipulado cifras de inseguridad",El Chapucero
Infiltra UNIVISA a reportero en la mañanera para insultar a AMLO en su cara,El Chapucero
AMLO exhibe cómo se estiraron Josefina Vazquez y Elba Esther a costa del erario,El Chapucero
UNIVISA lanza primer ataque mundial contra AMLO usando medios gringos,El Chapucero
Jorge Ramos aparece en escena eliminada de Juego de Tronos,El Chapucero
Así AMLO respondió al Marro: tengo miedo pero no soy cobarde,El Chapucero
Animal Político lanza nuevo ataque contra mi en simposium internacional en EU,El Chapucero
Lanzan ataque mundial de bots contra AMLO,El Chapucero
Fox y Calderon piden renuncia de AMLO por tragedia en Veracruz,El Chapucero
Mi réplica ante las terribles calumnias que traidores youtubers lanzaron en mi ausencia,El Chapucero
AMLO: el pueblo puso en su lugar al ridículo de Jorge Ramos,El Chapucero
Padre Solalinde arremete contra Jorge Ramos por faltarle el respeto a AMLO,El Chapucero
"Blackrock se cuadra ante AMLO, suelta Pemex y acepta invertir en Tren Maya",El Chapucero
Confiesa Jorge Ramos que como lo ignoran en EU viene a hacer circo en México,El Chapucero
Jorge Ramos quiso provocar a AMLO pero acabó haciendo el ridículo,El Chapucero
TIEMBLAN gasolineras porque AMLO les quitará concesiones si no bajan el precio,El Chapucero
Samuel Garcia se fue hasta Dubai para atacar a AMLO,El Chapucero
SEDENA dejaría Guardia Nacional si AMLO no cambia la SCJN,El Chapucero
Ciro se burla de AMLO difundiendo caída de 10 puntos en encuesta,El Chapucero
AMLO reconoce publicamente a youtubers mientras arde de envidia la prensa fifí,El Chapucero
"Fox y Calderon, cobardes y malagradecidos, le mintieron a AMLO para tener escoltas pagadas",El Chapucero
Ciro y David Paramo humillan a AMLO en la TV nacional,El Chapucero
Así Bartlett le calló el hocico al ebrio de Calderón,El Chapucero
Samuel Garcia saca el cobre e insulta a indigenas por ser demasiado pobres,El Chapucero
Marko Cortés le llama a Guaidó para pedirle consejos para proclamarse presidente,El Chapucero
El Rey de España todavía piensa que somos Colonia y nos trata como súbditos: AMLO,El Chapucero
AMLO le calla la boca a Xóchitl Gálvez y nombra por decreto a comisionados que humilló,El Chapucero
"AMLO le dice a los españoles mentirosos, arrogantes y prepotentes. ¡TOMALA!",El Chapucero
Infiltran gringos agente secreto a las mañaneras de AMLO para generar caos,El Chapucero
Juntan mexicanos 500 mil firmas para encarcelar a Carmen Salinas,El Chapucero
Destapa AMLO enorme fraude en estancias infantiles. Habían 100 mil niños fantasma,El Chapucero
Gasolineras huachicoleras siguen vendiendo caras gasolinas aunque AMLO ya las bajó,El Chapucero
Los Loret se meten en problemas por armar montajes y le echan la culpa a AMLO,El Chapucero
Le callan la boca a Xóchitl Gálvez al querer humillar a consejeros energéticos de AMLO,El Chapucero
Arranca ola de despidos en Televisa ante su inminente venta a millonario israelí,El Chapucero
AMLO ignora las absurdas amenazas de Trump de cerrar la frontera y el peso se fortalece,El Chapucero
MORENA cae muuuy bajo y se alía con el Verde en Puebla. Exigen renuncia de Yeidckol,El Chapucero
AMLO le dice ridículo a Marko Cortés por querer autoproclamarse presidente,El Chapucero
CONFIRMADO: pagan priístas 1000 pesos por porro para abuchear a AMLO,El Chapucero
Prensa gringa reclutan a Jorge Ramos y Leon Krauze para calumniar a AMLO en EU,El Chapucero
100 mil hondureños se preparan a invadir México. AMLO arma plan para repelerlos,El Chapucero
Marko Cortés pide en la OEA intervención militar para tumbar a AMLO,El Chapucero
Jalife pone el dedo en la llaga: AMLO SÍ podría reelegirse 4 años más,El Chapucero
Sabotean la mañanera de AMLO mientras Ciro impulsa amparo para cancelarla,El Chapucero
"Vicente, Juncal, el Quesa y Cocinando la Noticia dejan callados a la prensa fifí",El Chapucero
Dueño de TV Azteca le dice traidor y ridículo a AMLO por cancelación de mina de oro,El Chapucero
"AMLO congelaría cuentas de Iberdrola, OHL y Repsol, empresas españoles que saquearon al país",El Chapucero
Ciro y Loret quieren demandar a AMLO para que juez cancele la mañanera,El Chapucero
AMLO impacta a nivel mundial; en EU y Europa medios polemizan por el perdón de España,El Chapucero
"Fifís le agarran la medida a AMLO y organizan emboscadas en mañaneras, aeropuertos y estadios",El Chapucero
Potencias mundiales han pedido perdón por abusos y nadie se burló de ellos,El Chapucero
Increíble cómo AMLO le calló la boca al presidente español que rechazó pedir perdón a México,El Chapucero
"Le dijo AMLO a Pedro Ferriz en su cara fantoche, doble cara, hipócrita y sabelotodo",El Chapucero
"AMLO exige al rey de España perdón por La Conquista, desatando la furia de españoles",El Chapucero
Bartlett arremete contra Pepsi y otros corporativos que roban masivamente electricidad,El Chapucero
Prensa fifí le reclama a AMLO que los critica mucho. Su respuesta fue ÉPICA,El Chapucero
Meade y Antorcha Campesina organizaron abucheada masiva vs AMLO. Harp fue cómplice,El Chapucero
Lanzan Calderón y Krauze veneno mortal y acaban baneando a Jalife en redes de por vida,El Chapucero
"Furiosa con EPN, La Gaviota exige 35 autos y avión privado para firmar el divorcio",El Chapucero
Banqueros se derriten por AMLO y aceptan desaparecer todas las comisiones,El Chapucero
¡ADIÓS! Azcárraga vende Televisa a millonario israelí y al yerno de Trump,El Chapucero
"DE ULTIMA HORA! AMLO ordena reabrir caso Colosio. Si fue el Estado, que no quede impune",El Chapucero
Esta es la VERDADERA razón por la cual AMLO cenó en casa de un televiso con yerno de Trump,El Chapucero
Nuevo video desmiente calumnias que youtubers agredieron a periodistas en Palacio,El Chapucero
AMLO calla la boca a calificadoras al dispararse compra de bonos de Pemex,El Chapucero
AMLO encuentra falla jurídica en contratos leoninos de CFE y amenaza con rescindirlos,El Chapucero
Televisa traicionó a AMLO y filtró reunión ultra secreta con yerno de Trump a la prensa fifí,El Chapucero
AMLO libra emboscada de prensa fifí en la mañanera por cena con yerno de Trump,El Chapucero
AMLO sale a defender a youtubers en la mañanera! Los fifís se quedan con el ojo cuadrado,El Chapucero
Capital extranjero rompe récord en febrero y llegan miles de millones de dólares al país,El Chapucero
¡ALERTA! Calderón y Fox quieren sabotear licitación de la refinería de AMLO,El Chapucero
Julio Astillero le calla el hocico a López Dóriga y exhibe cómo compró millones de bots,El Chapucero
Marko Cortés quiere autoproclamarse presidente con apoyo de EU y derrocar a AMLO,El Chapucero
Krauze era el dueño de Pejeleaks y de miles de peñabots vs AMLO,El Chapucero
Ridícula prensa fifí se victimiza y echa la culpa a youtubers por enorme repudio social,El Chapucero
Contraatacan Fox y Krauze vs AMLO y usan su influencia en medios gringos para enlodarlo,El Chapucero
AMLO aprieta más a gasolineras huachicoleras y les quita poder para inflar precios,El Chapucero
"AMLO emprendió la cacería contra autores de campaña ""Peligro para México""",El Chapucero
Así la prensa fifí quiso destruir a los youtubers por envidiosos,El Chapucero
Muy agradecidos con estos valientes reporteros que nos defendieron de la prensa fifí,El Chapucero
Así reporteros fifís nos acosaron y complotearon para bloquearnos de la mañanera,El Chapucero
Deschamps prepara masivo boicot a evento de AMLO para que lo ratifiquen,El Chapucero
La TV pensó que eramos novatos y nos quiso poner un cuatro; les dimos esta ÉPICA respuesta,El Chapucero
"Revelamos todos los secretos de Juncal Solano, la sorpresa de la mañanera",El Chapucero
AMLO y miles de ciudadanos defienden a youtubers en la mañanera de la prensa fifí,El Chapucero
INCREIBLE! Así nos recibieron nuestros fans cuando salimos de la mañanera,El Chapucero
Televisa coordina masivo ataque vs youtubers por aparición en mañaneras,El Chapucero
La prensa fifí destinada a la quiebra mientras surgen youtubers: Nancy de Oro Sólido,El Chapucero
Por esta razón le puse el audio de Colosio a AMLO: Lord Molécula,El Chapucero
Hablé con la reportera que hizo la pregunta sobre el keniano,El Chapucero
Entré a la mañanera y hablé con Carlos Slim. Esto fue lo que me dijo,El Chapucero
¡Ya tengo acreditación para la mañanera! ¿Qué quieres que le pregunte al Presidente?,El Chapucero
Fracasa boicot de bancos gringos vs AMLO. Ahora dicen que Mexico sí crecerá,El Chapucero
AMLO pone orden en gasolineras huachicoleras y baja precio por decreto presidencial,El Chapucero
AMLO somete a bancos y obliga a devolver las afores que se robaron el año pasado,El Chapucero
"Youtubers unidos: ¡VAMOS A LA MAÑANERA!, aunque no nos dejen pasar",El Chapucero
AMLO le da tremenda arrastrada a REFORMA en su mañanera por falsa portada,El Chapucero
"AMLO rescatará a Televisa, TV Azteca y El Universal; dan portazo a youtubers",El Chapucero
AMLO prepara sorpresota para sus 100 días: denunciará a expresidentes,El Chapucero
AMLO exhibe enorme corrupción de Calderón en terreno que compró en millones de dólares,El Chapucero
AMLO enfurece contra gobernadores corruptos que lo culpan por abucheos,El Chapucero
Nuevo video muestra que los Moreno Valle aparecen con vida DESPUÉS del accidente,El Chapucero
Valiente reportera exhibe en la mañanera a medios enojados con AMLO por quitarle rating,El Chapucero
Tunden redes a Brozo por decir que seguidores de AMLO son zombis ignorantes,El Chapucero
Perdidos en Wall Street. Dicen que  AMLO es mala inversión y Televisa buena inversión,El Chapucero
Reporteros complotean para dejar mal a AMLO pero no se esperaban esta épica respuesta,El Chapucero
AMLO le arrebata mina de oro a dueño de TV Azteca y reveló que ningún medio es favorito,El Chapucero
"AMLO es el mejor presidente del mundo, superando a Mandela, Obama y Putin",El Chapucero
Enfurece AMLO con López Dóriga en la mañanera por amarrar navajas con gobernadores,El Chapucero
Descalifica AMLO revelación en el libro de Tatiana de posible envenenamiento,El Chapucero
Calderón y López Dóriga se asocian para calumniar a youtubers y periodistas de izquierda,El Chapucero
Medios internacionales reconocen liderazgo mundial de AMLO y éxito de las mañaneras,El Chapucero
"Hijo de Calderón junto a Chumel, Callo y Vampipe crean ejército de bots antiAMLO",El Chapucero
"Regaña AMLO a su gabinete. Hacienda, Bienestar y Gobernación traicionan al presidente",El Chapucero
AMLO llega al 90% de popularidad y a los fifís les da el patatús. ¡No pueden detenerlo!,El Chapucero
Truenan redes contra Jorge Ramos al confirmarse que es agente de la CIA vs Maduro,El Chapucero
Nuevo ataque de bots y youtubers fifí contra El Chapucero. Buscan tumbar mis redes,El Chapucero
Venezolano antiMaduro ídolo de panistas fue detenido por gravísimos delitos,El Chapucero
Empresario favorito de Peña sería acusado por la muerte de los Moreno Valle,El Chapucero
AMLO revela que infiltrados en Pemex están provocando gasolinazo para hacerlo quedar mal,El Chapucero
Departamento del Tesoro congelaría cuentas al principal inversionista de refinería de AMLO,El Chapucero
De esta manera AMLO ridiculizó al nuevo grupo antiAMLO revelado por REFORMA,El Chapucero
Jorge Ramos fue a Venezuela a provocar a Maduro para obligar a AMLO a desconocerlo,El Chapucero
Meade SE BURLA de AMLO y acepta puesto como directivo en HSBC,El Chapucero
Gasolineros sorprenden a AMLO y aplican megagasolinazo para tumbar compra de pipas,El Chapucero
Necio reportero saca de sus casillas a AMLO y así lo regañó el presidente,El Chapucero
Retan abogados de El Chapo a Felipe Calderón al polígrafo a ver quién miente,El Chapucero
"Ante tremendas revelaciones del Chapo sobre EPN, el PRI puede perder registro partidista",El Chapucero
"REFORMA revela nuevo grupo secreto antiAMLO, les da frío y acaba siendo desmentido",El Chapucero
Se desploman 80% acciones de Televisa mientras Loret y López Dóriga se hunden en ratings,El Chapucero
Desconfiar de sospechosa unanimidad: Campe. Falso que Guardia solo tendrá 9 mm: Chapu,El Chapucero
AMLO y MORENA ya preparan la extinción del horario de verano en 2019,El Chapucero
Mienten los fifís: la Guardia Nacional aprobada es tal como la quería AMLO,El Chapucero
AMLO se solidariza con la mamá del Chapo y concede visa humanitaria para visitarlo en EU,El Chapucero
AMLO revela investigación sobre millonario financiamiento de EPN a youtubers para atacarlo,El Chapucero
AMLO quiebra al PRI y al PAN y logra apoyo UNANIME a la Guardia Nacional,El Chapucero
"Reportera gringa quiere exhibir a AMLO y pegarle Pemex, pero recibe épica respuesta",El Chapucero
Expresidentes enloquecen al revelar AMLO por cuáles delitos los meterá a la cárcel,El Chapucero
Contraatacan gasolineros huachicoleros. Aumentan gasolina indiscriminadamente,El Chapucero
AMLO va por 4 mil mdd en cuentas offshore de Pemex escondidas por EPN en paraísos fiscales,El Chapucero
AMLO arremete contra panistas por boicotear Guardia Nacional cuando ellos militarizaron al país,El Chapucero
AMLO le arrebata a Calderón y Azcárraga otro negociazo: la Fórmula 1 y la NFL,El Chapucero
"AMLO arremete contra órganos autónomos, último refugio de corruptos fifís",El Chapucero
"Se arrodillan ante AMLO poderosos empresarios (Slim, Azcárraga, Salinas Pliego)",El Chapucero
México ya supera a Japón (y otras potencias) como mejor destino para invertir,El Chapucero
Mandan a feminazis fifís a provocar a AMLO en sus eventos y en redes sociales,El Chapucero
"Mientras banqueros desahucian a Pemex, mexicanos proponen bonos ciudadanos",El Chapucero
Bancos gringos enfurecen con AMLO porque ya no se endeudará Pemex con ellos,El Chapucero
Televisa profundiza su crisis: se terminó el chayo y ahora les quitarán el fútbol,El Chapucero
Videgaray azuza a bancos gringos para chantajear a AMLO y les regresen Pemex,El Chapucero
Los mismos que quebraron a Pemex ahora enfurecen contra AMLO por rescatarlo,El Chapucero
Televisa quiere comprarle a AMLO los derechos de transmisión de las mañaneras,El Chapucero
"Groseras reporteras quieren provocar a AMLO en la mañanera, pero no se deja",El Chapucero
AMLO conquista a inversionistas extranjeros: entraron 5 mil mdd a la Bolsa en enero,El Chapucero
Gigantesco fracaso de prensa fifí para bajar la popularidad de AMLO. Ni Televisa pudo,El Chapucero
Reportero fifí le dice mentiroso a AMLO y éste le demuestra que el que mentía era él,El Chapucero
AMLO le mandó este increíble mensaje a El Chapo después que lo declararon culpable,El Chapucero
AMLO prepara demanda colectiva contra Calderón y gabinete antes del 21 de marzo,El Chapucero
Se desploman acciones de empresas de Slim que tienen paralizadas gasoductos,El Chapucero
¿Gutierrez Müller y La Gaviota se reunieron en secreto en Cuba?,El Chapucero
Prensa fifí quiere rebajar a Gutiérrez Müller al nivel de La Gaviota y La Zavala,El Chapucero
AMLO no cae en la trampa de Calderón y revela más conflictos de intereses con españoles,El Chapucero
Este reportero gringo le da una lección a la prensa fifí que quiere boicotear las mañaneras,El Chapucero
Truenan reporteros de mañaneras contra youtubers. Quieren que AMLO nos REGAÑE y CORRA,El Chapucero
Enfurece AMLO vs juez que descongeló cuentas bancarias de gasolinero huachicolero,El Chapucero
Arremete AMLO en mañanera vs Calderón y españoles por agandallarse negocio eléctrico,El Chapucero
EU desprecia apoyo de AMLO para paz en Venezuela y acelera plan de invasión,El Chapucero
AMLO le arrebató a Calderón el negocio eléctrico que controlaba con españoles,El Chapucero
Inscribí mi empresa en el programa de jóvenes de AMLO y esto es lo que pasó,El Chapucero
"En 60 días, AMLO ya hizo más por México que Peña, Calderón y Fox juntos",El Chapucero
